state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,month,year,day,week
Arizona,No,Basic,Bachelor,2011-02-13,Employed,F,Suburban,Single,Special,Offer1,Agent,Four-Door Car,Small,02,2011,6,6
Arizona,No,Extended,College,2011-01-14,Unemployed,M,Suburban,Single,Personal L1,Offer1,Agent,SUV,Medsize,01,2011,4,2
Arizona,No,Extended,College,2011-01-07,Employed,F,Suburban,Divorced,Personal L2,Offer1,Call Center,SUV,Large,01,2011,4,1
California,No,Premium,Bachelor,2011-02-18,Employed,F,Suburban,Married,Personal L1,Offer1,Web,Four-Door Car,Small,02,2011,4,7
California,No,Basic,Bachelor,2011-01-22,Employed,M,Suburban,Married,Personal L1,Offer2,Agent,Luxury Car,Large,01,2011,5,3
other,Yes,Basic,Bachelor,2011-02-17,other,M,Suburban,Divorced,Personal L2,Offer2,Web,Four-Door Car,Medsize,02,2011,3,7
other,No,Basic,higher education,2011-01-08,Employed,F,Rural,Married,Personal L2,Offer2,Agent,Four-Door Car,Medsize,01,2011,5,1
other,Yes,Basic,higher education,2011-01-17,Employed,F,Suburban,Single,Personal L1,Offer2,Branch,SUV,Large,01,2011,0,3
Oregon,No,Basic,High School or Below,2011-02-07,Unemployed,M,Suburban,Single,Corporate,Offer2,Branch,Four-Door Car,Small,02,2011,0,6
other,No,Extended,Bachelor,2011-01-07,Employed,F,Rural,Married,Personal L3,Offer1,Branch,Four-Door Car,Medsize,01,2011,4,1
Oregon,No,Extended,College,2011-02-17,Employed,M,Rural,Married,Personal L1,Offer1,Branch,Luxury Car,Medsize,02,2011,3,7
California,No,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Personal L3,Offer2,Agent,Luxury Car,Medsize,01,2011,6,52
California,No,Basic,College,2011-01-16,Unemployed,M,Suburban,Divorced,Personal L2,Offer1,Branch,Luxury Car,Small,01,2011,6,2
Arizona,Yes,Basic,Bachelor,2011-02-09,other,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize,02,2011,2,6
Arizona,No,Basic,Bachelor,2011-02-14,Employed,F,Suburban,Divorced,Personal L1,Offer3,Agent,Four-Door Car,Large,02,2011,0,7
Oregon,No,Basic,High School or Below,2011-02-17,Employed,F,Rural,Divorced,Corporate,Offer1,Web,Four-Door Car,Medsize,02,2011,3,7
California,No,Extended,College,2011-01-21,Unemployed,M,Suburban,Single,Personal L3,Offer1,Call Center,SUV,Medsize,01,2011,4,3
Arizona,No,Extended,High School or Below,2011-01-26,Unemployed,M,Suburban,Married,Personal L2,Offer4,Agent,Four-Door Car,Medsize,01,2011,2,4
Arizona,No,Extended,Bachelor,2011-01-10,Unemployed,F,Suburban,Single,Corporate,Offer1,Agent,Four-Door Car,Medsize,01,2011,0,2
California,No,Basic,Bachelor,2011-01-27,other,F,Suburban,Married,Personal L1,Offer2,Web,Two-Door Car,Small,01,2011,3,4
other,No,Basic,High School or Below,2011-01-30,Unemployed,M,Suburban,Single,Personal L2,Offer4,Web,Four-Door Car,Small,01,2011,6,4
Arizona,No,Basic,College,2011-01-21,Employed,F,Suburban,Married,Special,Offer1,Branch,Luxury Car,Small,01,2011,4,3
Arizona,No,Basic,High School or Below,2011-01-08,Unemployed,F,Suburban,Single,Special,Offer2,Branch,SUV,Small,01,2011,5,1
California,No,Basic,College,2011-02-11,Unemployed,F,Urban,Married,Personal L3,Offer2,Web,Four-Door Car,Medsize,02,2011,4,6
Arizona,No,Basic,College,2011-01-18,Employed,F,Suburban,Married,Personal L2,Offer4,Agent,Two-Door Car,Small,01,2011,1,3
Oregon,No,Basic,Bachelor,2011-02-28,Employed,F,Urban,Married,Personal L3,Offer3,Call Center,Two-Door Car,Medsize,02,2011,0,9
Oregon,No,Basic,College,2011-01-27,Employed,M,Rural,Married,Personal L3,Offer3,Web,Four-Door Car,Medsize,01,2011,3,4
California,Yes,Basic,College,2011-02-05,other,M,Suburban,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,02,2011,5,5
California,No,Premium,High School or Below,2011-02-25,Employed,F,Urban,Married,Personal L3,Offer3,Branch,Two-Door Car,Large,02,2011,4,8
other,No,Basic,College,2011-02-22,Employed,F,Urban,Married,Special,Offer2,Call Center,Four-Door Car,Medsize,02,2011,1,8
California,Yes,Basic,higher education,2011-01-31,other,M,Suburban,Divorced,Personal L2,Offer1,Call Center,Four-Door Car,Small,01,2011,0,5
Oregon,No,Extended,higher education,2011-01-02,Employed,F,Rural,Single,Personal L3,Offer1,Branch,Luxury Car,Medsize,01,2011,6,52
California,No,Extended,High School or Below,2011-01-01,Employed,F,Suburban,Single,Corporate,Offer4,Agent,Luxury Car,Medsize,01,2011,5,52
Arizona,Yes,Extended,higher education,2011-01-30,Employed,M,Suburban,Married,Personal L3,Offer2,Branch,SUV,Medsize,01,2011,6,4
Oregon,Yes,Extended,higher education,2011-02-17,other,F,Suburban,Married,Personal L2,Offer2,Agent,Two-Door Car,Medsize,02,2011,3,7
California,No,Extended,High School or Below,2011-01-23,Employed,M,Rural,Married,Corporate,Offer4,Agent,Four-Door Car,Medsize,01,2011,6,3
other,No,Basic,College,2011-02-14,Employed,M,Rural,Married,Personal L2,Offer3,Branch,Luxury Car,Medsize,02,2011,0,7
other,No,Basic,High School or Below,2011-01-19,other,F,Urban,Single,Personal L3,Offer3,Call Center,Luxury Car,Medsize,01,2011,2,3
California,No,Basic,College,2011-01-21,Unemployed,M,Suburban,Single,Corporate,Offer3,Call Center,Four-Door Car,Medsize,01,2011,4,3
Oregon,Yes,Premium,High School or Below,2011-01-21,Employed,F,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Large,01,2011,4,3
Oregon,No,Extended,Bachelor,2011-02-10,Employed,M,Urban,Married,Personal L3,Offer1,Branch,SUV,Medsize,02,2011,3,6
other,No,Basic,College,2011-01-05,other,F,Suburban,Divorced,Personal L2,Offer4,Agent,Two-Door Car,Small,01,2011,2,1
Arizona,No,Premium,High School or Below,2011-01-17,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Luxury Car,Medsize,01,2011,0,3
Arizona,No,Basic,higher education,2011-01-12,Employed,F,Rural,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize,01,2011,2,2
California,No,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal L2,Offer3,Branch,Four-Door Car,Medsize,01,2011,4,1
California,Yes,Basic,Bachelor,2011-02-17,Employed,F,Urban,Divorced,Corporate,Offer2,Web,Two-Door Car,Medsize,02,2011,3,7
Oregon,No,Extended,High School or Below,2011-02-03,Unemployed,M,Suburban,Married,Personal L3,Offer1,Branch,Four-Door Car,Medsize,02,2011,3,5
Arizona,No,Extended,higher education,2011-02-22,Employed,F,Urban,Married,Personal L1,Offer2,Call Center,Luxury Car,Medsize,02,2011,1,8
Arizona,No,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Corporate,Offer2,Web,Four-Door Car,Small,01,2011,4,1
other,No,Extended,High School or Below,2011-02-11,Unemployed,M,Rural,Married,Corporate,Offer1,Agent,Two-Door Car,Large,02,2011,4,6
California,No,Extended,Bachelor,2011-01-10,Employed,M,Urban,Single,Corporate,Offer2,Web,Two-Door Car,Medsize,01,2011,0,2
California,No,Basic,College,2011-01-08,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Small,01,2011,5,1
Arizona,No,Basic,College,2011-02-04,Employed,M,Suburban,Divorced,Personal L3,Offer3,Agent,Four-Door Car,Small,02,2011,4,5
Oregon,No,Extended,higher education,2011-02-12,Employed,M,Rural,Married,Personal L2,Offer3,Agent,Four-Door Car,Medsize,02,2011,5,6
Arizona,No,Extended,Bachelor,2011-02-02,Unemployed,F,Suburban,Divorced,Personal L2,Offer1,Call Center,Two-Door Car,Medsize,02,2011,2,5
California,No,Extended,Bachelor,2011-02-04,Employed,M,Rural,Single,Personal L2,Offer2,Call Center,Two-Door Car,Medsize,02,2011,4,5
California,No,Basic,College,2011-01-29,Employed,F,Urban,Married,Personal L1,Offer1,Web,Four-Door Car,Medsize,01,2011,5,4
Oregon,No,Basic,Bachelor,2011-01-16,Employed,M,Rural,Married,Personal L3,Offer4,Agent,Four-Door Car,Medsize,01,2011,6,2
Arizona,No,Basic,Bachelor,2011-01-19,Unemployed,F,Urban,Single,Personal L2,Offer1,Agent,Two-Door Car,Medsize,01,2011,2,3
other,Yes,Premium,High School or Below,2011-02-08,Employed,M,Suburban,Divorced,Personal L2,Offer1,Agent,Luxury Car,Medsize,02,2011,1,6
California,Yes,Extended,College,2011-01-05,other,M,Suburban,Married,Personal L3,Offer2,Branch,Four-Door Car,Small,01,2011,2,1
Oregon,No,Basic,High School or Below,2011-01-23,Employed,M,Urban,Divorced,Personal L2,Offer2,Branch,Four-Door Car,Medsize,01,2011,6,3
Arizona,No,Premium,High School or Below,2011-02-04,Employed,M,Suburban,Married,Corporate,Offer1,Agent,Luxury Car,Medsize,02,2011,4,5
other,No,Extended,College,2011-01-08,Employed,M,Urban,Divorced,Personal L3,Offer1,Agent,Four-Door Car,Medsize,01,2011,5,1
California,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,Suburban,Married,Special,Offer2,Agent,Two-Door Car,Medsize,01,2011,0,1
California,Yes,Extended,College,2011-01-25,other,M,Suburban,Married,Personal L1,Offer1,Agent,Four-Door Car,Medsize,01,2011,1,4
Oregon,No,Extended,College,2011-02-17,Employed,F,Suburban,Married,Corporate,Offer1,Branch,Luxury Car,Medsize,02,2011,3,7
Arizona,No,Basic,Bachelor,2011-02-09,Employed,M,Suburban,Married,Corporate,Offer3,Branch,Four-Door Car,Small,02,2011,2,6
California,No,Extended,College,2011-02-20,Employed,F,Urban,Married,Personal L3,Offer4,Branch,Four-Door Car,Medsize,02,2011,6,7
California,No,Extended,College,2011-01-01,Employed,M,Suburban,Single,Personal L3,Offer2,Web,Two-Door Car,Medsize,01,2011,5,52
other,No,Basic,High School or Below,2011-02-05,Unemployed,F,Suburban,Single,Corporate,Offer1,Agent,Four-Door Car,Large,02,2011,5,5
California,No,Extended,High School or Below,2011-02-21,Unemployed,F,Suburban,Single,Personal L2,Offer1,Call Center,Four-Door Car,Small,02,2011,0,8
California,No,Premium,Bachelor,2011-02-17,Unemployed,F,Suburban,Single,Corporate,Offer3,Web,SUV,Medsize,02,2011,3,7
California,No,Extended,Bachelor,2011-02-03,Employed,M,Urban,Married,Personal L3,Offer1,Call Center,Four-Door Car,Large,02,2011,3,5
Oregon,No,Extended,Bachelor,2011-02-02,Employed,M,Urban,Single,Personal L2,Offer1,Agent,Four-Door Car,Medsize,02,2011,2,5
California,No,Basic,Bachelor,2011-02-16,Unemployed,M,Suburban,Single,Personal L3,Offer3,Agent,Two-Door Car,Medsize,02,2011,2,7
Arizona,No,Basic,High School or Below,2011-01-30,Employed,F,Suburban,Married,Personal L3,Offer4,Web,Two-Door Car,Small,01,2011,6,4
Oregon,No,Basic,higher education,2011-01-16,Employed,F,Rural,Married,Personal L2,Offer2,Agent,Two-Door Car,Medsize,01,2011,6,2
California,No,Basic,Bachelor,2011-02-24,other,F,Suburban,Married,Personal L3,Offer4,Agent,Four-Door Car,Small,02,2011,3,8
other,No,Basic,Bachelor,2011-02-08,Employed,F,Rural,Divorced,Corporate,Offer3,Agent,Four-Door Car,Medsize,02,2011,1,6
California,No,Extended,Bachelor,2011-01-09,Unemployed,F,Suburban,Married,Personal L1,Offer3,Web,Four-Door Car,Medsize,01,2011,6,1
California,No,Basic,College,2011-01-25,other,M,Rural,Single,Personal L2,Offer2,Call Center,Four-Door Car,Large,01,2011,1,4
Oregon,No,Basic,College,2011-02-22,other,F,Suburban,Married,Personal L3,Offer1,Agent,SUV,Medsize,02,2011,1,8
California,No,Basic,higher education,2011-01-20,Unemployed,F,Suburban,Divorced,Personal L3,Offer2,Branch,Four-Door Car,Medsize,01,2011,3,3
Oregon,No,Premium,High School or Below,2011-01-06,Employed,F,Rural,Married,Personal L2,Offer3,Branch,Two-Door Car,Medsize,01,2011,3,1
other,No,Basic,High School or Below,2011-02-03,Employed,F,Urban,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize,02,2011,3,5
other,No,Basic,High School or Below,2011-01-04,Employed,F,Urban,Single,Personal L3,Offer2,Branch,Luxury Car,Medsize,01,2011,1,1
Oregon,No,Basic,College,2011-01-06,Employed,F,Urban,Married,Personal L3,Offer3,Web,Four-Door Car,Medsize,01,2011,3,1
Oregon,Yes,Extended,higher education,2011-01-08,Employed,F,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize,01,2011,5,1
Arizona,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Small,01,2011,1,3
Arizona,No,Basic,higher education,2011-01-01,Employed,F,Urban,Divorced,Corporate,Offer1,Agent,Four-Door Car,Medsize,01,2011,5,52
Arizona,Yes,Extended,Bachelor,2011-01-20,Employed,F,Urban,Divorced,Special,Offer2,Web,Four-Door Car,Medsize,01,2011,3,3
California,No,Extended,High School or Below,2011-01-29,Employed,M,Suburban,Married,Personal L3,Offer2,Web,Two-Door Car,Medsize,01,2011,5,4
Oregon,No,Extended,High School or Below,2011-01-05,Employed,F,Rural,Single,Corporate,Offer1,Agent,SUV,Medsize,01,2011,2,1
other,No,Basic,College,2011-01-19,Employed,F,Urban,Married,Personal L3,Offer1,Agent,SUV,Small,01,2011,2,3
Oregon,No,Extended,Bachelor,2011-02-21,Employed,F,Suburban,Single,Corporate,Offer1,Agent,Two-Door Car,Medsize,02,2011,0,8
Oregon,No,Extended,Bachelor,2011-01-25,other,M,Suburban,Married,Corporate,Offer2,Agent,Four-Door Car,Medsize,01,2011,1,4
Oregon,Yes,Basic,College,2011-02-10,Employed,F,Rural,Married,Personal L2,Offer2,Branch,SUV,Large,02,2011,3,6
Oregon,No,Premium,College,2011-02-10,Employed,F,Suburban,Single,Personal L3,Offer1,Call Center,SUV,Medsize,02,2011,3,6
other,No,Basic,Bachelor,2011-01-31,Unemployed,F,Suburban,Single,Personal L1,Offer1,Branch,SUV,Medsize,01,2011,0,5
California,Yes,Basic,College,2011-01-26,other,F,Suburban,Married,Personal L2,Offer1,Branch,Luxury Car,Large,01,2011,2,4
Arizona,No,Basic,College,2011-01-03,Employed,M,Suburban,Married,Personal L2,Offer2,Agent,SUV,Medsize,01,2011,0,1
California,Yes,Basic,College,2011-02-26,Employed,F,Rural,Married,Personal L3,Offer1,Agent,SUV,Medsize,02,2011,5,8
California,No,Basic,Bachelor,2011-01-19,Employed,F,Suburban,Married,Personal L3,Offer4,Branch,SUV,Medsize,01,2011,2,3
California,No,Basic,College,2011-02-03,Employed,F,Rural,Single,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,02,2011,3,5
California,No,Extended,High School or Below,2011-01-14,Employed,F,Suburban,Married,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,01,2011,4,2
California,No,Basic,Bachelor,2011-01-27,Unemployed,M,Suburban,Married,Personal L1,Offer1,Agent,SUV,Medsize,01,2011,3,4
Oregon,No,Basic,Bachelor,2011-01-12,Employed,F,Rural,Married,Personal L2,Offer4,Call Center,Four-Door Car,Medsize,01,2011,2,2
California,No,Basic,High School or Below,2011-01-24,Employed,M,Suburban,Single,Personal L3,Offer3,Web,Two-Door Car,Small,01,2011,0,4
Arizona,No,Basic,Bachelor,2011-02-09,Employed,M,Rural,Married,Personal L2,Offer2,Branch,Two-Door Car,Medsize,02,2011,2,6
other,Yes,Basic,College,2011-01-27,Unemployed,F,Suburban,Single,Personal L2,Offer1,Agent,Four-Door Car,Large,01,2011,3,4
Oregon,No,Basic,higher education,2011-02-02,Employed,M,Rural,Single,Personal L2,Offer1,Branch,Four-Door Car,Medsize,02,2011,2,5
California,No,Basic,High School or Below,2011-01-06,Unemployed,F,Suburban,Single,Personal L3,Offer3,Call Center,Two-Door Car,Small,01,2011,3,1
Oregon,Yes,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Married,Corporate,Offer2,Agent,SUV,Medsize,02,2011,3,7
Arizona,No,Extended,College,2011-01-04,Employed,F,Urban,Married,Corporate,Offer2,Web,Two-Door Car,Small,01,2011,1,1
Oregon,No,Basic,College,2011-02-13,Employed,F,Suburban,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize,02,2011,6,6
Oregon,No,Basic,High School or Below,2011-02-07,Unemployed,M,Suburban,Single,Personal L3,Offer3,Call Center,Two-Door Car,Large,02,2011,0,6
California,No,Basic,higher education,2011-02-13,Employed,F,Urban,Married,Corporate,Offer1,Agent,Two-Door Car,Medsize,02,2011,6,6
Oregon,No,Basic,Bachelor,2011-02-06,Employed,F,Rural,Married,Personal L1,Offer3,Agent,Four-Door Car,Medsize,02,2011,6,5
other,No,Basic,High School or Below,2011-02-23,Employed,M,Suburban,Divorced,Personal L2,Offer2,Agent,Two-Door Car,Small,02,2011,2,8
Arizona,Yes,Basic,High School or Below,2011-01-29,other,F,Suburban,Divorced,Special,Offer1,Branch,Four-Door Car,Medsize,01,2011,5,4
Arizona,No,Basic,College,2011-02-07,other,M,Suburban,Married,Corporate,Offer4,Web,Two-Door Car,Medsize,02,2011,0,6
California,No,Basic,Bachelor,2011-02-05,other,M,Suburban,Divorced,Personal L2,Offer3,Call Center,Four-Door Car,Small,02,2011,5,5
Oregon,Yes,Extended,Bachelor,2011-02-14,other,M,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Medsize,02,2011,0,7
Arizona,Yes,Extended,Bachelor,2011-02-27,Employed,F,Suburban,Married,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,02,2011,6,8
other,No,Basic,Bachelor,2011-01-28,Employed,F,Suburban,Single,Personal L3,Offer1,Call Center,Luxury Car,Medsize,01,2011,4,4
other,No,Basic,Bachelor,2011-01-17,Employed,F,Suburban,Single,Corporate,Offer1,Web,SUV,Medsize,01,2011,0,3
other,No,Basic,College,2011-01-02,Employed,F,Urban,Married,Personal L3,Offer4,Web,Four-Door Car,Medsize,01,2011,6,52
California,No,Extended,College,2011-01-11,Employed,M,Urban,Single,Corporate,Offer1,Branch,Two-Door Car,Small,01,2011,1,2
Oregon,No,Basic,College,2011-02-20,Employed,F,Urban,Married,Personal L1,Offer2,Call Center,Two-Door Car,Medsize,02,2011,6,7
Arizona,No,Premium,College,2011-01-03,Employed,F,Suburban,Married,Personal L1,Offer3,Agent,Four-Door Car,Medsize,01,2011,0,1
Oregon,No,Extended,High School or Below,2011-02-11,Employed,M,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize,02,2011,4,6
California,No,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Corporate,Offer2,Agent,SUV,Medsize,01,2011,4,1
Oregon,No,Basic,Bachelor,2011-02-03,Unemployed,M,Suburban,Single,Corporate,Offer3,Agent,Two-Door Car,Medsize,02,2011,3,5
other,No,Premium,Bachelor,2011-01-25,Unemployed,M,Suburban,Married,Personal L1,Offer2,Agent,Four-Door Car,Medsize,01,2011,1,4
other,No,Extended,higher education,2011-02-20,Employed,M,Suburban,Married,Personal L3,Offer4,Branch,Two-Door Car,Medsize,02,2011,6,7
other,No,Extended,higher education,2011-02-14,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Medsize,02,2011,0,7
Arizona,Yes,Premium,College,2011-01-19,Employed,M,Suburban,Single,Personal L3,Offer2,Branch,Luxury Car,Medsize,01,2011,2,3
California,No,Extended,College,2011-02-10,Employed,M,Suburban,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize,02,2011,3,6
California,No,Extended,Bachelor,2011-02-18,other,M,Suburban,Married,Corporate,Offer3,Call Center,Four-Door Car,Medsize,02,2011,4,7
other,No,Basic,High School or Below,2011-02-16,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize,02,2011,2,7
California,No,Basic,Bachelor,2011-02-14,Employed,F,Suburban,Married,Personal L3,Offer1,Web,SUV,Medsize,02,2011,0,7
other,No,Basic,higher education,2011-01-13,Employed,M,Urban,Divorced,Corporate,Offer3,Call Center,Four-Door Car,Medsize,01,2011,3,2
California,No,Basic,College,2011-01-26,Employed,M,Suburban,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize,01,2011,2,4
Oregon,No,Basic,Bachelor,2011-01-18,Employed,F,Suburban,Married,Special,Offer1,Web,Four-Door Car,Medsize,01,2011,1,3
California,Yes,Extended,College,2011-01-19,Unemployed,M,Suburban,Married,Personal L1,Offer2,Agent,SUV,Medsize,01,2011,2,3
Arizona,No,Extended,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal L1,Offer3,Agent,Four-Door Car,Medsize,01,2011,5,2
California,No,Premium,higher education,2011-01-15,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Four-Door Car,Medsize,01,2011,5,2
other,No,Basic,Bachelor,2011-01-29,Unemployed,F,Rural,Married,Personal L1,Offer1,Branch,Two-Door Car,Medsize,01,2011,5,4
Oregon,No,Extended,Bachelor,2011-01-07,Unemployed,M,Suburban,Married,Personal L3,Offer4,Agent,Four-Door Car,Medsize,01,2011,4,1
California,No,Extended,High School or Below,2011-01-09,Employed,M,Suburban,Married,Special,Offer2,Call Center,Four-Door Car,Medsize,01,2011,6,1
Oregon,No,Extended,College,2011-02-15,Unemployed,F,Suburban,Single,Corporate,Offer3,Call Center,Four-Door Car,Large,02,2011,1,7
Arizona,No,Extended,High School or Below,2011-01-02,Employed,M,Urban,Married,Corporate,Offer2,Branch,SUV,Large,01,2011,6,52
other,Yes,Extended,High School or Below,2011-01-27,Employed,F,Suburban,Married,Personal L2,Offer1,Branch,SUV,Medsize,01,2011,3,4
California,No,Basic,Bachelor,2011-01-13,Unemployed,F,Suburban,Single,Personal L3,Offer3,Call Center,Two-Door Car,Medsize,01,2011,3,2
Oregon,No,Basic,higher education,2011-01-28,Employed,F,Rural,Married,Personal L1,Offer1,Call Center,Four-Door Car,Large,01,2011,4,4
Oregon,No,Extended,Bachelor,2011-02-04,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,Two-Door Car,Medsize,02,2011,4,5
California,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Corporate,Offer1,Call Center,Four-Door Car,Medsize,02,2011,1,6
California,No,Basic,High School or Below,2011-02-05,Employed,M,Suburban,Married,Personal L3,Offer2,Web,Luxury Car,Medsize,02,2011,5,5
Arizona,Yes,Basic,Bachelor,2011-01-13,Employed,M,Suburban,Divorced,Personal L1,Offer1,Agent,Four-Door Car,Medsize,01,2011,3,2
other,No,Basic,High School or Below,2011-01-28,Unemployed,F,Suburban,Divorced,Personal L3,Offer1,Branch,SUV,Medsize,01,2011,4,4
Oregon,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Single,Corporate,Offer2,Call Center,Four-Door Car,Medsize,01,2011,5,3
Oregon,No,Basic,College,2011-02-24,Employed,M,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Small,02,2011,3,8
California,No,Basic,High School or Below,2011-02-11,Employed,M,Urban,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize,02,2011,4,6
Oregon,No,Premium,Bachelor,2011-01-08,Employed,F,Rural,Divorced,Personal L3,Offer1,Branch,Four-Door Car,Medsize,01,2011,5,1
Oregon,No,Basic,High School or Below,2011-01-30,Employed,F,Suburban,Married,Personal L3,Offer3,Web,Two-Door Car,Medsize,01,2011,6,4
other,Yes,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize,01,2011,2,4
other,No,Extended,College,2011-01-29,Employed,F,Urban,Single,Personal L3,Offer1,Branch,Luxury Car,Medsize,01,2011,5,4
California,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,02,2011,5,5
other,No,Extended,College,2011-02-25,Employed,M,Urban,Single,Personal L3,Offer4,Call Center,Two-Door Car,Medsize,02,2011,4,8
Oregon,No,Extended,High School or Below,2011-02-04,Unemployed,M,Suburban,Single,Personal L2,Offer1,Branch,Four-Door Car,Medsize,02,2011,4,5
California,No,Basic,Bachelor,2011-02-14,other,F,Suburban,Married,Corporate,Offer1,Branch,Four-Door Car,Small,02,2011,0,7
Oregon,No,Basic,High School or Below,2011-01-29,Employed,M,Suburban,Single,Personal L2,Offer2,Call Center,Four-Door Car,Small,01,2011,5,4
other,No,Extended,High School or Below,2011-01-17,Unemployed,F,Suburban,Married,Corporate,Offer2,Web,Luxury Car,Medsize,01,2011,0,3
Oregon,Yes,Basic,High School or Below,2011-02-03,Employed,F,Urban,Single,Special,Offer1,Agent,SUV,Small,02,2011,3,5
Arizona,No,Extended,Bachelor,2011-01-02,other,M,Suburban,Single,Personal L2,Offer1,Web,Four-Door Car,Medsize,01,2011,6,52
Arizona,No,Basic,Bachelor,2011-02-01,Employed,M,Rural,Married,Personal L1,Offer1,Agent,Four-Door Car,Medsize,02,2011,1,5
Arizona,Yes,Premium,High School or Below,2011-01-21,Employed,F,Suburban,Married,Personal L1,Offer2,Web,Four-Door Car,Large,01,2011,4,3
other,No,Premium,higher education,2011-02-25,Employed,F,Rural,Married,Personal L3,Offer3,Web,Luxury Car,Small,02,2011,4,8
Oregon,No,Basic,High School or Below,2011-01-17,Unemployed,F,Suburban,Single,Personal L1,Offer1,Branch,Two-Door Car,Small,01,2011,0,3
Oregon,No,Basic,College,2011-01-01,Employed,F,Suburban,Married,Personal L1,Offer1,Branch,Two-Door Car,Large,01,2011,5,52
California,No,Basic,Bachelor,2011-02-11,Unemployed,F,Rural,Married,Personal L2,Offer3,Branch,Two-Door Car,Large,02,2011,4,6
Arizona,No,Basic,Bachelor,2011-01-10,Employed,M,Urban,Married,Corporate,Offer4,Web,Two-Door Car,Medsize,01,2011,0,2
California,No,Extended,Bachelor,2011-01-17,Employed,M,Suburban,Single,Personal L1,Offer4,Web,Luxury Car,Medsize,01,2011,0,3
other,No,Extended,College,2011-01-18,Employed,F,Rural,Married,Personal L3,Offer3,Branch,Four-Door Car,Medsize,01,2011,1,3
other,No,Basic,Bachelor,2011-01-16,Unemployed,F,Suburban,Single,Special,Offer1,Agent,Four-Door Car,Medsize,01,2011,6,2
Arizona,No,Basic,College,2011-02-15,Employed,F,Suburban,Married,Personal L3,Offer1,Agent,SUV,Medsize,02,2011,1,7
Oregon,No,Extended,Bachelor,2011-02-01,Employed,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Large,02,2011,1,5
Oregon,No,Basic,Bachelor,2011-02-28,other,F,Suburban,Married,Corporate,Offer2,Branch,Two-Door Car,Small,02,2011,0,9
other,No,Basic,higher education,2011-01-23,Employed,M,Suburban,Married,Personal L2,Offer2,Web,Four-Door Car,Medsize,01,2011,6,3
California,No,Extended,Bachelor,2011-02-02,Unemployed,F,Suburban,Divorced,Personal L1,Offer2,Agent,Four-Door Car,Medsize,02,2011,2,5
Arizona,No,Basic,High School or Below,2011-01-27,other,M,Suburban,Married,Personal L3,Offer4,Branch,Four-Door Car,Medsize,01,2011,3,4
Arizona,No,Basic,College,2011-01-19,Unemployed,F,Suburban,Divorced,Corporate,Offer1,Branch,Four-Door Car,Medsize,01,2011,2,3
Oregon,No,Basic,College,2011-02-17,Employed,F,Suburban,Married,Personal L3,Offer1,Branch,Four-Door Car,Medsize,02,2011,3,7
Oregon,No,Basic,College,2011-01-04,Employed,F,Suburban,Married,Personal L1,Offer1,Agent,Four-Door Car,Medsize,01,2011,1,1
Oregon,No,Basic,High School or Below,2011-02-09,Unemployed,M,Suburban,Married,Personal L2,Offer2,Agent,SUV,Large,02,2011,2,6
